text,label,label_text,translation,back_translation
"this documentary follows a business partnership between a clan of palestinian fisherman from refugee camps in gaza and israelis from the settlement of dugit , gaza strip .",0,objective,这部纪录片是在加沙地带杜吉特（Dugit）定居点的加沙难民营和以色列人的巴勒斯坦渔民氏族之间建立了业务伙伴关系。,This documentary is a business partnership between the Gaza Refugee Camp at the Gaga Strip Dugit settlement and the Israelites' Palestinian fishermen clan.
"this painter 's block has lead to a desperate man obsessed with the need to paint , leaving the artist in a state of disarray .",0,objective,这位画家的障碍导致一个绝望的人痴迷于绘画，使艺术家处于混乱状态。,"The painter's obstacle caused a desperate person to be obsessed with painting, causing artists to be in a state of chaos."
all social structures break down and a new world order emerges from the heart of the desert .,0,objective,所有的社会结构都崩溃了，新的世界秩序从沙漠的心脏出现。,"All social structures collapsed, and the new world order appeared from the heart of the desert."
"when blake is initiated , he agrees to abide by the three cardinal rules : share your spirit , body and soul with others ; devote your life to saving homeless kids ; and never leave unless the master casts you out .",0,objective,"when blake is initiated , he agrees to abide by the three cardinal rules : share your spirit , body and soul with others ;将您的生命献给拯救无家可归的孩子；除非主人把你扔出去，否则切勿离开。","When blake is initiaated, he agrees to Abide by the Three Cardinal Rules: Share Your Spirit, Body and Soul with Others; Do not leaveEssence"
". . . routine , harmless diversion and little else .",1,subjective,。。。常规，无害的转移和其他几乎没有。,"EssenceEssenceEssenceRoutine, harmless transfer, and almost nothing else."
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,1,subjective,我怀疑，如果导演在戏剧上发布了戏剧性并将这部电影用作DVD上的奖励功能，那将是一种有趣的作品。,"I suspect that if the director publishes drama in the drama and uses this movie as a reward function on DVD, it will be an interesting work."
desert rose is an erotic thriller that takes you through one man 's life experience .,0,objective,沙漠玫瑰是一部色情惊悚片，可带您度过一个男人的生活经历。,"Desert rose is a pornographic thriller, which can take you through a man's life experience."
witt plays a young harvard graduate who also represents grant 's character .,0,objective,维特（Witt）扮演一个年轻的哈佛大学毕业生，他也代表格兰特（Grant）的角色。,"Witt plays a young Harvard graduate, and he also represents the role of Grant."
blade 's team and the bloodpack are the only line of defense which can prevent the reaper population from wiping out the vampire and human populations .,0,objective,Blade的团队和Bloodpack是唯一可以防止收割者人数消灭吸血鬼和人类人群的防御线。,Blade's team and Bloodpack are the only defense lines that prevent harvested people from eliminating vampires and human population.
they intend to bring her back to tel-aviv in order to save her life .,0,objective,他们打算将她带回Tel-Aviv，以挽救她的生命。,They plan to bring her back to Tel-Aviv to save her life.
"when her niece spontaneously dies of fright one week to the day she watched a disturbing video , a cynical journalist ( naomi watts ) travels to the pacific northwest in search of the tape 's origins and its links to a string of suicides at a horse ranch .",0,objective,当她的侄女自发地死去一周到那一天，她观看了一个令人不安的视频时，一位愤世嫉俗的记者（Naomi Watts）前往太平洋西北地区，以寻找录音带的起源及其与一连串的自杀的联系。。,"When her niece died for a week to the day, she watched a disturbing video, a cynical reporter (Naomi Watts) went to northwest Pacific to find the origin of a recording tape and its series of suicide connections with a series of suicide.EssenceEssence"
"although a number of these laws have been overturned by legislatures or the courts , in the state of texas freedom fighters are still working to eliminate these absurd and unnecessary laws .",0,objective,尽管这些法律中的许多法律已被立法机关或法院推翻，但在德克萨斯州，自由战士仍在努力消除这些荒谬和不必要的法律。,"Although many laws in these law have been overturned by legislature or courts, Liberty soldiers are still trying to eliminate these absurd and unnecessary laws in Texas."
"unbeknownst to the contestants , the game 's host has struck a deal with the soldiers hired to guard the money , and does not really have the player 's best interests , or even basic safety , at heart .",0,objective,对于参赛者而言，这场比赛的主持人不为人知，与雇用的士兵达成了一笔交易，以捍卫这笔钱，并没有真正拥有玩家的最大利益，甚至没有基本的安全。,"For the contestants, the host of this game was unknown, and it reached a transaction with the hired soldiers to defend the money. It did not really have the maximum benefits of the player, and even without basic security."
"the first all-cgi short to be produced by imageworks , sony pictures award-winning character animation and visual effects company , `` the chubbchubbs `` introduces the alien inhabitants of the planet glorf including meeper , its earnest but awkward hero , the singing diva , the zyzaks and the chubbchubbs .",0,objective,ImageWorks，Sony Pictures获奖角色动画和视觉效果公司的第一台All-CGI简称`，Zyzaks和Chubbchubbs。,"Imageworks, SONY PICTURES won the first All-CGI for the first ALL-CGI of character animation and visual effects company, Zyzaks and Chubbchubs."
"but when his feelings for the decidedly unavailable ricki begin to grow , and he actually becomes concerned for brian , tough guy gigli begins to transform into an actual human being . . . which",0,objective,但是，当他对里奇（Ricki）绝对无法获得的感受开始增长时，他实际上对布莱恩（Brian）感到关注时，坚强的家伙吉利（Gigli）开始变成一个实际的人。。。哪个,"However, when he felt that Ricki was absolutely unable to get, he actually paid attention to Brian, a strong guy Gigli began to become a practical person.EssenceEssenceWhich one"
tong is sent back to fetch some things for devlin and unknowingly tries on devlin 's tuxedo and finds that it gives extraordinary powers to anyone that dons the suit .,0,objective,Tong被送回为Devlin提供一些东西，并在不知不觉中尝试了Devlin的燕尾服，并发现它赋予了任何穿上诉讼的人的非凡力量。,"Tong was sent back to provide something for Devlin, and unknowingly tried Devlin's tail tail clothes, and found that it gave any extraordinary power of anyone in a lawsuit."
"fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it .",1,subjective,纳尔克（Narc）像爆炸的静脉一样新鲜和原始，采用了一个行走的死亡，封闭式的子流派，并击败了新的生活。,"NARC (NARC) is as fresh and primitive as the explosive veins. It uses a walking death, a closed sub -flow, and defeating a new life."
its aims are modest -- to make kids laugh as cuba gooding falls down a lot and to show how thrilling sled dogs are -- and it achieves them .,1,subjective,它的目标是谦虚的 - 让孩子们大笑，古巴的古丁掉下了很多东西，并展示了雪橇犬的激动人心 - 并实现了他们。,"Its goal is modesty -let the children laugh, Cuba's Guding drops a lot of things and shows the excitement of the sled dog -and achieve them."
"on the surface , the film is played straight , with sustained tension and effective frights . but the director has done his research , and fills every scene with a subversive humor that 's 100 % pure imitation hitchcock .",1,subjective,从表面上看，这部电影是直截了当的，具有持续的紧张和有效的恐惧。但是导演已经完成了他的研究，并充满了颠覆性幽默，这是100％纯模仿希区柯克。,"On the surface, this movie is straightforward, with continuous tension and effective fear.But the director has completed his research and is full of disruptive humor. This is 100 % pure imitation Hikock."
. . . digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations .,1,subjective,。。。挖掘出好孩子和坏种子的通常描写，以揭示出更矛盾的角色和动机。,EssenceEssenceEssenceDigging the usual description of good children and bad seeds to reveal more contradictory roles and motivations.
"if the count of monte cristo does n't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",1,subjective,如果蒙特·克里斯托（Monte Cristo）的伯爵不会将卡维泽尔（Caviezel）变成电影明星，那么游戏比两个世纪前更具操纵性。,"If the count of Monte Cristo will not turn Caviezel into a movie star, the game is more manipulated than two centuries ago."
an ideal love story for those intolerant of the more common saccharine genre .,1,subjective,对于那些不耐受的糖精类型的人来说，这是一个理想的爱情故事。,"For those who are not tolerated, this is an ideal love story."
"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken",1,subjective,除了汉堡制作某种电影的愿望之外，还不清楚为什么要进行这个项目,"In addition to the desire of hamburger to make a certain movie, it is not clear why this project is performed."
"at the same time other changes in sumo are being prompted by its growing popularity in the west , where its adherents are lobbying for sumo 's inclusion in the olympic games even as other promoters are arranging amateur sumo tournaments in venues like las vegas casinos - tournaments that not surprisingly bear little resemblance to the sport 's japanese forebear .",0,objective,同时，相扑的其他变化也是由于其在西方日益普及的促进，即使其他推动者在拉斯维加斯赌场（Laas Vegas Casinos）中安排了业余相扑比赛，因此它的信徒们正在游说Sumo在奥运会中的包容性 - 锦标赛 - 比赛这与这项运动的日本前辈几乎没有任何相似之处。,"At the same time, other changes in sumo are due to its increasingly popular promotion in the West. Even if other promoters have arranged amateur sumo competitions in Laas Vegas Casinos. Therefore, its believers are lobbying Sumo in SumoThe tolerance in the Olympic Games-Championship-Competition This is almost similar to that of the Japanese predecessors in this sport."
14-year-old meredith attempts to maintain a religious vow of silence during a thanksgiving dinner with her agnostic family .,0,objective,14岁的梅雷迪思（Meredith）试图在与不可知论的家庭的感恩节晚餐中保持沉默的宗教誓言。,The 14 -year -old Makes tried to maintain a silent religious vow in the gratitude dinner with the unknown family.
"docu-drama based on the life of ted bundy , a serial killer who killed at least 19 young women during the 1970 's ( though some sources say as many as 30 to 35 were murdered ) .",0,objective,根据泰德·邦迪（Ted Bundy）的生平，他是一名连环杀手，在1970年代至少杀死了19名年轻妇女（尽管一些消息来源说多达30至35岁）被谋杀。,"According to the life of Ted Bundy, he was a serial killer and killed at least 19 young women (although some sources said as much as 30 to 35 years old) in the 1970s."
"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",1,subjective,我希望Windtalker对这个真实故事的巨大潜力有更多的信心。这本来可以比它所编造的小说更好，而且战场仍然可能有空间。,"I hope Windtalker has more confidence in the huge potential of this true story.This can have been better than its fabricated novels, and the battlefield may still have space."
"in a world where loyalties are easily abandoned and allegiances bought , six perfect strangers come together to pull off the perfect crime .",0,objective,在一个容易被抛弃并忠诚的世界中，六个完美的陌生人聚集在一起，以解决完美的犯罪。,"In a world that is easily abandoned and loyal, six perfect strangers gather together to solve the perfect crime."
"fast-paced and wonderfully edited , the film is extremely thorough .",1,subjective,快节奏且精彩地编辑，这部电影非常彻底。,"Fast and wonderful editing, this movie is very thorough."
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",1,subjective,尽管其谨慎的节奏和看似不透明的故事可能无法满足每个电影观众的胃口，但电影的最后一幕是透明的，动人的动机。,"Although its cautious rhythm and seemingly opaque stories may not be able to satisfy the appetite of each movie audience, the last scene of the movie is transparent and moving motivation."
"one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically , the movie is a disaster .",1,subjective,单面纪录片为非常复杂的情况提供了简单的解释。。。。从风格上讲，这部电影是一场灾难。,"Single documentary provides a simple explanation for very complicated cases.EssenceEssenceEssenceIn terms of style, this movie is a disaster."
food for love endeavors and largely succeeds in lending equal weight to the emotional turmoil of its older and younger characters .,1,subjective,爱情的食物努力，并在很大程度上成功地将其与年龄较小和年轻角色的情感动荡相等。,"The food of love, and to a large extent, it is largely equal to the emotional turbulence of the younger and young characters."
"should n't have been allowed to use the word `` new `` in its title , because there 's not an original character , siuation or joke in the entire movie .",1,subjective,如果不允许n在标题中使用``新的''一词，因为在整部电影中没有原始角色，味道或笑话。,"If N is not allowed to use the word '' new '' in the title, because there is no primitive character, taste or joke in the entire movie."
"they both get close to tun , a lonely youth with an unspecified illness .",0,objective,他们俩都接近曲调，这是一个孤独的年轻人，患有未指定的疾病。,Both of them are close to the tunes. This is a lonely young man who suffers from unspecified diseases.
"18-year old dean is handsome and bright , but feels hampered by his working-class background and by his family .",0,objective,18岁的院长帅气又聪明，但他的工人阶级背景和家人感到困扰。,"The 18 -year -old dean is handsome and smart, but his working class background and family are troubled."
"the movie details the experiences of 'peter pan ' author j . m . barrie , which lead him to write the children 's classic .",0,objective,这部电影详细介绍了“彼得·潘”作者的经历。m。巴里（Barrie），这使他写了孩子们的经典作品。,"This film details the experience of ""Peter Pan"" author.m.Barrie, which made him write the children's classic works."
"the movie occasionally threatens to become didactic , but it 's too grounded in the reality of its characters to go over the edge . a touch of humor or an unexpected plot twist always pulls it back .",1,subjective,这部电影偶尔有可能成为教学法，但它在角色的现实中太扎根了，无法超越边缘。幽默或意外的情节扭曲总是将其拉回。,"This movie occasionally becomes a teaching method, but it is too rooted in the reality of the character and cannot surpass the edge.Humor or unexpected plot distorted always pulled it back."
"as a result of this unfortunate circumstance , ella can not refuse any command , and is often left at the mercy of unscrupulous personalities .",0,objective,由于这种不幸的情况，Ella无法拒绝任何命令，并且经常受到不道德人格的摆布。,"Due to this unfortunate situation, Ella cannot refuse any orders and often receive immoral personality."
rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories .,1,subjective,米饭太行人是电影制片人，无法将任何优势或个性带到新的地方，这将使它与其他深层的故事区分开来。,"Rice Tai Pedestrian is a movie producer and cannot bring any advantage or personality to a new place, which will distinguish it from other deep stories."
"the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately .",1,subjective,这部电影可以作为博物馆的视频安装更好，观众可以随意离开。立即地 。,"This movie can be installed better as a museum video, and the audience can leave at will.Immediately."
"set in hounslow , west london and hamburg , the film follows two 18 year olds with their hearts set on a future in professional soccer .",0,objective,这部电影坐落在霍恩斯洛，西伦敦和汉堡，紧随其后的是两个18岁的孩子，他们的内心深处是专业足球的未来。,"This film is located in Horn Slo, West London and Hamburg, followed by two 18 -year -old children. Deep in their hearts is the future of professional football."
a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory .,1,subjective,当涉及角色和写作时，一团糟。。。但是像最近的记忆中很少有电影一样在皮肤下工作。,"When it involves characters and writing, a mess.EssenceEssenceBut few movies are working under the skin like recent memories."
"[ green is ] the comedy equivalent of saddam hussein , and i 'm just about ready to go to the u . n . and ask permission for a preemptive strike .",1,subjective,[绿色是]相当于萨达姆·侯赛因的喜剧，我正准备去U。n。并要求获得先发制人的罢工。,[Green is] I am going to U.n.And require the strike of the premier.
"suddenly , a young boy starts to become ill and starts to suffer from the same syndromes that regan from the fist movie suffered .",0,objective,突然，一个小男孩开始生病，并开始患上拳头电影中雷加的综合症。,"Suddenly, a little boy began to get sick and began to suffer from Rica's syndrome in a fist movie."
"the film , a follow-up to `` jack the dog `` , is described as a black comedy about a reformed womanizer ( nestor carbonell ) who struggles to keep his family together .",0,objective,这部电影是``狗杰克''的后续电影，被描述为一部黑人喜剧，讲述了一位改革的女人剂（Nestor Carbonell），他努力地将家人保持在一起。,"This movie is a follow -up movie of the dog Jack '', which is described as a black comedy. It tells a reform woman."
"will he become a grandfather , surrounded by the love and support of a family or will he retreat into his world of memories and lost opportunities ?",0,objective,他会成为一名祖父，被家庭的爱和支持所包围，还是他会退缩到他的回忆和失去机会的世界中？,"Will he become a grandfather, surrounded by the love and support of the family, or will he retreat to the world of his memories and the opportunity?"
"paco , a rapper and performer , indifferent to all except her career , dreams of hitting the top ten chart .",0,objective,帕科（Paco）是说唱歌手和表演者，对她的职业生涯无动于衷，梦想着进入前十名。,"Paco is a rapper and performer, indifferent to her career, dreaming of entering the top ten."
canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people .,1,subjective,加拿大的北极光在这部冰冻的苔原肥皂剧上闪耀着明亮的光芒，它使非法人的私人存在呼吸着非凡的生活。,"The Northern Lights of Canada shone bright light on this frozen moss soap opera, which made the private presence of unmanned people breathe an extraordinary life."
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",1,subjective,首次作家导演兼导演表演了这部动人，有效的小电影的出色礼物。,"The first writer director and director performed this moving, effective small movie excellent gift."
"down and out rock star dewey finn ( black ) gets fired from his band , and he faces a mountain of debts and depression .",0,objective,摇滚明星杜威·芬恩（Dewey Finn）（黑色）被他的乐队开除，他面临着庞大的债务和沮丧。,"Rock Star Dewey Finn (black) was fired by his band, and he faced huge debt and frustration."
"despite the sympathetic overtures , rachel is convinced things are n't what they seem and suspects her baby has been abducted .",0,objective,尽管提出了同情的提议，但雷切尔坚信事物并不是他们的样子，并怀疑她的婴儿已被绑架。,"Despite the proposal of sympathy, Rachel believed that things were not like them and suspected that her baby had been abducted."
"hoffman spends a good deal of screen time alone and without much dialogue , using only his considerable physical skill and screen presence to pull off the role .",1,subjective,霍夫曼独自花了很多时间，没有太多的对话，只利用他的大量身体技能和屏幕表现来扮演角色。,"Hoffman spent a lot of time alone, without much dialogue, only using his a lot of physical skills and screen performance to play the role."
"michell , after some sleuthing around , narrows down the suspects to a woman not his wife , another well known victorian poet .",0,objective,米歇尔（Michell）偷偷偷走后，将嫌疑人缩小到一个女人，而不是他的妻子，另一个著名的维多利亚时代诗人。,"After secretly, Michell narrowed the suspect to a woman, not his wife, another famous Victorian poet."
"la cinta comienza intentando ser un drama , rM-apidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",1,subjective,La Cinta Comienza Intento ser Un戏剧，Rapidentse SE Transforma en una comedia y termina y termina por ser una parodia absolutamente prectiblene,"La Cinta Cominenza Intento Serve, Rapidentse Se Transforma En UNA Comedia Y Termina Por Serodia Absolutamerne"
it may not be `` last tango in paris `` but . . .,1,subjective,可能不是巴黎的最后一次探戈'``但是。。。,It may not be the last tango '`` but in Paris.EssenceEssence
"it may not be history M-^V but then again , what if it is ? M-^V but it makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while .",1,subjective,它可能不是历史记录m-^v，但是话又说回来，如果它是怎么办？m-^v，但它使我在一段时间内拍摄的电影中最纯粹愉快，令人满意的夜晚成为了。,"It may not be a historical record M-^V, but then again, what if it does?M-^v, but it made me the purest and pleasant and satisfactory night in the movie that I filmed for a period of time."
director nolan shows here he can handle clever material with a flair .,1,subjective,导演诺兰（Nolan）在这里表明他可以用天赋处理聪明的材料。,Director Nolan shows that he can use talent to handle smart materials.
"he discovers that his daughter 's life , unknown to him from an affair with a brazilian woman 15 years earlier , is in danger and must return to rio ; having only five days to finish the deal and find his daughter .",0,objective,他发现，15年前与巴西妇女的婚外恋对他不知所措，他的生命处于危险之中，必须返回里约热内卢。只有五天才能完成交易并找到他的女儿。,He found that the extramarital affair with Brazilian women 15 years ago was overwhelmed by him. His life was in danger and had to return to Rio de Janeiro.Only five days can the transaction be completed and find his daughter.
"not everything in the film works , including its somewhat convenient ending .",1,subjective,电影中的所有内容并不是所有方便的结局。,All the contents of the movie are not all convenient endings.
only those most addicted to film violence in all its forms will find anything here to appreciate .,1,subjective,只有那些最沉迷于电影暴力的人才能在这里找到任何欣赏的东西。,Only those who are most obsessed with film violence can find anything here.
"when detective ben simm 's wife is killed , he has to learn to be both father and mother to his little girl while searching for a vigilante that has his own sense of justice .",0,objective,当侦探本·西姆（Ben Simm）的妻子被杀时，他必须学会成为他小女孩的父亲和母亲，同时寻找具有自己正义感的警惕性。,"When detective's wife was killed, he had to learn to become the father and mother of his little girl, while looking for the alertness of his sense of justice."
"marco and melanie , a young married couple , are living a life of passion , with chaotic situations , and all the little frustrations of daily life .",0,objective,年轻的夫妇马可（Marco）和梅兰妮（Melanie）过着充满激情的生活，充满混乱的情况，以及日常生活中的所有挫败感。,"The young couple, Marco, and Melanie, lived passionate life, confusing situations, and all frustrations in daily life."
what really surprises about wisegirls is its low-key quality and genuine tenderness .,1,subjective,Wisegirls真正令人惊讶的是它的低调品质和真正的温柔。,Wisegirls is really surprising that its low -key quality and real tenderness.
the husband meets a man who knows what to do with his sexuality .,0,objective,丈夫遇到了一个知道该怎么做的男人。,Husband met a man who knew what to do.
ira member bobby sands is imprisoned in northern ireland .,0,objective,IRA成员Bobby Sands被监禁在北爱尔兰。,Ira member Bobby Sands was imprisoned in Northern Ireland.
"in a season of strenuously ambitious art , the laid-back modesty and accessible charm of evelyn is a welcome relief .",1,subjective,在一个雄心勃勃的艺术季节中，悠闲的谦虚和伊夫林的魅力令人欣慰。,"In an ambitious art season, leisurely humility and Ivelin's charm are gratifying."
does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?,1,subjective,有人认为布伦丹·贝恩（Brendan Behan）的中心故事是他在喝酒之前是双性恋的甜心吗？,Some people think that the central story of Brendan Behan is his sweetheart of bisexuality before drinking?
"it is zuckerman who stumbles upon silk 's secret and sets out to reconstruct the unknown biography of this eminent , upright man , esteemed as an educator for nearly all his life , and to understand how this ingeniously contrived life came unraveled .",0,objective,扎克曼（Zuckerman）偶然发现了丝绸的秘密，并着手重建这个杰出的，正直的人的未知传记，几乎是他一生的教育家，并了解这种富有创造的生活是如何被揭露的。,"Zuckerman accidentally discovered the secrets of silk, and started to rebuild this outstanding, upright person's unknown biography, almost his life educator, and understood how this creative life was revealed."
"the animation is competent , and some of the gags are quite funny , but jonah . . . never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment .",1,subjective,动画很有能力，其中一些插科打seleant很有趣，但是约拿。。。永远不要摇晃压迫性，在道德上优越的质量，几乎自动伴随着教学娱乐。,"The animation is very capable, some of which are interesting to play Seleant, but Jonah.EssenceEssenceNever shake the oppression, the superiority of morality is almost automatically accompanied by teaching and entertainment."
"discouraged , and on the point of giving up writing , yun fei meets a young girl who ca n't see colours , who encourages him to persevere .",0,objective,Yun Fei灰心，在放弃写作时，遇到了一个看不见色彩的年轻女孩，他们鼓励他坚持不懈。,"Yun Fei was discouraged. When giving up writing, he encountered a young girl who could not see color, and they encouraged him to persevere."
"while in jail they usually have fights with the security guard , a overweight lunatic .",0,objective,在监狱期间，他们通常会与安全警卫队打架，这是一个超重的疯子。,"During the prison, they usually fight with the Security Guard, which is an ultra -heavy lunatic."
"tommy , who is now a well known activist , has his credibility destroyed by the book which causes their breakup .",0,objective,汤米（Tommy）现在是一位著名的激进主义者，他的信誉被这本书摧毁了，这导致他们的分手。,"Tommy is now a famous radicals, and his reputation has been destroyed by the book, which has led to their breakup."
a composition of gestures stripped of romance and presented in their barest forms .,1,subjective,剥夺了浪漫的手势的组成，并以其最雄辩的形式呈现。,The composition of romantic gestures is deprived of the composition of romantic gestures and presented in its most arguing form.
rowan plays the eponymous lead character in a spoof spy thriller .,0,objective,罗恩（Rowan）在欺骗性的间谍惊悚片中扮演同名的主角。,Rowan plays the protagonist of the same name in the deceitful spy thriller.
it all comes down to whether you can tolerate leon barlow . i ca n't .,1,subjective,这一切都取决于您是否可以容忍Leon Barlow。我不能。,It all depends on whether you can tolerate Leon Barlow.I can't.
"now , in present day , washed-up child actor julian ( luke eberl ) , the free-spirited hannah ( colombe jacobsen ) , and former teacher grace ( jenny mollen ) , along with a documentary film crew , go on a search for this man , who may be the embodiment of all evil .",0,objective,现在，在今天，自由奔放的汉娜（科伦比·雅各布森）和前老师格蕾丝（珍妮·莫伦）和一名纪录片摄制者一起搜寻这个人，谁可能是所有邪恶的体现。,"Today, today, the free and unrestrained Hannah (Colombi Jacobson) and the former teacher Grace (Jennie Mollen) and a documentary producer search for this person, who may be the manifestation of all evil."
the filmmakers expose this delightfully deranged cult by capturing the daily lives of its members .,0,objective,电影制片人通过捕捉其成员的日常生活来揭露这种令人愉悦的邪教。,Movie producers reveal this pleasant cult through capturing the daily lives of their members.
"it 's like a vintage automobile that sometimes runs smoothly , and sometimes lurches and sputters . but it never quite stalls .",1,subjective,它就像一辆老式的汽车，有时会顺利运行，有时会倾斜和喷头。但这从来没有完全失望。,"It is like an old -fashioned car, sometimes running smoothly, sometimes tilting and spray heads.But this has never been completely disappointed."
"it is a story about love , passion , addiction , brillance and the ignorance of greed .",0,objective,这是一个关于爱情，激情，成瘾，光彩和贪婪的无知的故事。,"This is a story about love, passion, addiction, glory and greed."
sunshine state is a fine example of a carefully written film . but you should n't be too aware that a movie is well-written .,1,subjective,阳光状态是一部精心写电影的一个很好的例子。但是您不应该太清楚电影写得很好。,Sunshine is a good example of carefully writing a movie.But you shouldn't know that the movie is well written.
"moved in his heart with the urgency to reach out for christ , he gets an idea to try and reach the masses in his city for jesus .",0,objective,他的心中紧迫地伸出基督，他有一个想法，试图到达城市中的群众为耶稣到达耶稣。,"He stretched out Christ in his heart, and he had an idea to try to reach the city of the city to Jesus to Jesus."
