text,label,label_text,translation,back_translation
the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .,1,subjective,Pengarah filem dengan mahirnya membangkitkan rasa ancaman yang alam semula jadi miliki bagi ramai penduduk bandar.,The film director skillfully evokes the sense of threat that natural disasters pose to many urban residents.
"unfortunately , he neglects to mention that he is a professional gambler with bad instincts and that the jaguar is borrowed .",0,objective,"Malangnya, dia tidak menyebut bahawa dia seorang penjudi profesional dengan naluri yang buruk dan jaguar itu dipinjam.","Unfortunately, he did not mention that he is a professional gambler with bad instincts and the jaguar was borrowed."
"in this racially-charged climate , the lapd 's elite special investigations squad ( sis ) is assigned a high-profile quadruple homicide .",0,objective,"Dalam iklim yang sarat dengan isu perkauman ini, pasukan penyiasatan khas elit LAPD (SIS) diberikan tugas menyiasat kes pembunuhan berantai yang mencolok.","In a climate filled with racial issues, the LAPD's elite special investigation unit (SIS) is tasked with investigating a high-profile serial murder case."
a remarkable 179-minute meditation on the nature of revolution .,1,subjective,meditasi luar biasa selama 179 minit tentang sifat revolusi.,An extraordinary 179-minute meditation on the nature of revolution.
"this documentary follows a business partnership between a clan of palestinian fisherman from refugee camps in gaza and israelis from the settlement of dugit , gaza strip .",0,objective,"Dokumentari ini mengikuti kemitraan bisnis antara kelompok nelayan Palestina dari kamp pengungsi di Gaza dan penduduk Israel dari pemukiman Dugit, Jalur Gaza.","This documentary follows the business partnership between Palestinian fishermen from refugee camps in Gaza and Israeli residents from Dugit settlement, Gaza Strip."
"this painter 's block has lead to a desperate man obsessed with the need to paint , leaving the artist in a state of disarray .",0,objective,"Masalah penulis ini telah menyebabkan seorang lelaki yang putus asa terobsesi dengan keperluan untuk melukis, meninggalkan seniman tersebut dalam keadaan huru-hara.","The writer's problem has caused a desperate man to become obsessed with the need to paint, leaving the artist in disarray."
all social structures break down and a new world order emerges from the heart of the desert .,0,objective,Semua struktur sosial runtuh dan tatanan dunia baru muncul dari tengah padang pasir.,All social structures collapsed and a new world order emerged from the midst of the desert.
"when blake is initiated , he agrees to abide by the three cardinal rules : share your spirit , body and soul with others ; devote your life to saving homeless kids ; and never leave unless the master casts you out .",0,objective,"Apabila Blake diinisiasi, dia bersetuju untuk mematuhi tiga peraturan utama: berkongsi semangat, badan, dan jiwa dengan orang lain; mengabdi hidup untuk menyelamatkan kanak-kanak yang tidak berumah; dan tidak pernah pergi kecuali jika tuan menghalau kamu.","When Blake was initiated, he agreed to abide by three main rules: to share spirit, body, and soul with others; to devote his life to saving homeless children; and never to leave unless the master banishes you."
". . . routine , harmless diversion and little else .",1,subjective,". . . rutin, hiburan yang tidak berbahaya dan tidak banyak yang lain.",". . . routine, harmless entertainment and not much else."
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,1,subjective,Saya syak bahawa hasil produksi ini mungkin lebih lucu jika pengarah melepaskan adegan gagal secara teatrikal dan menggunakan filem tersebut sebagai ciri bonus pada DVD.,I suspect that this production's output might be funnier if the director releases the blooper scenes theatrically and uses the film as a bonus feature on the DVD.
desert rose is an erotic thriller that takes you through one man 's life experience .,0,objective,Desert Rose adalah sebuah thriller erotika yang membawa anda melalui pengalaman hidup seorang lelaki.,Desert Rose is an erotic thriller that takes you through the life experiences of a man.
witt plays a young harvard graduate who also represents grant 's character .,0,objective,witt memegang watak seorang graduan muda Harvard yang juga mewakili watak Grant.,"""**witt plays the role of a young Harvard graduate who also embodies the character of Grant.**"""
blade 's team and the bloodpack are the only line of defense which can prevent the reaper population from wiping out the vampire and human populations .,0,objective,Pasukan Blade dan Bloodpack adalah barisan pertahanan tunggal yang boleh mencegah populasi Reaper daripada memusnahkan populasi vampir dan manusia.,The Blade and Bloodpack teams are the sole defense line capable of preventing the Reaper population from annihilating the vampire and human populations.
they intend to bring her back to tel-aviv in order to save her life .,0,objective,Mereka berniat untuk membawa dia kembali ke Tel Aviv untuk menyelamatkan nyawanya.,They intend to bring him back to Tel Aviv to save his life.
"when her niece spontaneously dies of fright one week to the day she watched a disturbing video , a cynical journalist ( naomi watts ) travels to the pacific northwest in search of the tape 's origins and its links to a string of suicides at a horse ranch .",0,objective,"Apabila anak saudaranya meninggal dunia secara tiba-tiba kerana ketakutan seminggu selepas menonton video yang mengganggu, seorang wartawan yang sinis (Naomi Watts) pergi ke Pacific Northwest untuk mencari asal usul pita tersebut dan hubungannya dengan siri bunuh diri di sebuah ladang kuda.","When her nephew died suddenly due to fear a week after watching a disturbing video, a cynical journalist (Naomi Watts) goes to the Pacific Northwest to uncover the origin of the tape and its connection to a series of suicides in a horse ranch."
"although a number of these laws have been overturned by legislatures or the courts , in the state of texas freedom fighters are still working to eliminate these absurd and unnecessary laws .",0,objective,"Walaupun beberapa undang-undang ini telah dibatalkan oleh badan perundangan atau mahkamah, di negeri Texas, pejuang kebebasan masih berusaha untuk menghapuskan undang-undang yang absur dan tidak diperlukan ini.","Although some of these laws have been revoked by legislative bodies or courts, in Texas, freedom fighters are still working to eliminate these absurd and unnecessary laws."
"unbeknownst to the contestants , the game 's host has struck a deal with the soldiers hired to guard the money , and does not really have the player 's best interests , or even basic safety , at heart .",0,objective,"Tanpa disedari oleh para peserta, hos permainan telah menjalin perjanjian dengan tentera yang diupah untuk menjaga wang, dan sebenarnya tidak mempunyai kepentingan terbaik pemain, malah juga tidak mengutamakan keselamatan asas.","Unbeknownst to the participants, the game host has made an agreement with hired soldiers to guard the money and actually does not have the players' best interests at heart, and also does not prioritize basic safety."
"the first all-cgi short to be produced by imageworks , sony pictures award-winning character animation and visual effects company , `` the chubbchubbs `` introduces the alien inhabitants of the planet glorf including meeper , its earnest but awkward hero , the singing diva , the zyzaks and the chubbchubbs .",0,objective,"Filem pendek CGI pertama yang dihasilkan oleh Imageworks, syarikat animasi watak dan kesan visual yang menang anugerah dari Sony Pictures, ""The Chubbchubbs"" memperkenalkan penduduk asing planet Glorf termasuk Meeper, hero yang berani tetapi ceroboh, diwara-wara penyanyi, Zyzaks dan Chubbchubbs.","The first CGI short film produced by Imageworks, an award-winning character animation and visual effects company from Sony Pictures, ""The Chubbchubbs"" introduces the alien inhabitants of planet Glorf including Meeper, a brave but clumsy hero, a singing warbler, Zyzaks, and Chubbchubbs."
"but when his feelings for the decidedly unavailable ricki begin to grow , and he actually becomes concerned for brian , tough guy gigli begins to transform into an actual human being . . . which",0,objective,"tetapi apabila perasaannya terhadap ricki yang jelas tidak tersedia mula tumbuh, dan dia sebenarnya menjadi bimbang untuk brian, lelaki tegar gigli mula berubah menjadi manusia sebenar... yang","but when her clear feelings for Ricki, who was not available, began to grow, and she actually started to worry about Brian, the tough Gigli man started to turn into a real human... who"
tong is sent back to fetch some things for devlin and unknowingly tries on devlin 's tuxedo and finds that it gives extraordinary powers to anyone that dons the suit .,0,objective,Tong dihantar semula untuk mengambil beberapa barang untuk Devlin dan tanpa disedarinya mencuba tuxedo Devlin dan mendapati bahawa ia memberikan kuasa luar biasa kepada sesiapa yang memakai jubah tersebut.,Tong was sent back to retrieve some items for Devlin and unknowingly tried on Devlin's tuxedo and found that it bestowed extraordinary power to whoever wore the robe.
"fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it .",1,subjective,"Segar dan mentah seperti urat yang pecah, narc mengambil subgenre filem polis yang mati hidup dan memberikan kehidupan baru padanya.","Fresh and raw like a burst vein, narc takes the dead and alive police film subgenre, giving it new life."
its aims are modest -- to make kids laugh as cuba gooding falls down a lot and to show how thrilling sled dogs are -- and it achieves them .,1,subjective,Sasaran-sasarannya adalah sederhana - untuk membuat kanak-kanak ketawa apabila Cuba Gooding kerap jatuh dan untuk menunjukkan betapa mendebarkan anjing-anjing kereta luncur - dan ia mencapainya.,Its targets are simple - to make children laugh when Cuba Gooding frequently falls and to show how thrilling sled dogs are - and it achieves them.
"on the surface , the film is played straight , with sustained tension and effective frights . but the director has done his research , and fills every scene with a subversive humor that 's 100 % pure imitation hitchcock .",1,subjective,"Pada permukaan, filem ini dimainkan secara langsung, dengan ketegangan yang berterusan dan ketakutan yang berkesan. Tetapi pengarah telah melakukan penyelidikan, dan mengisi setiap adegan dengan humor yang subversif yang 100% murni peniruan hitchcock.","On the surface, this film is played out in a direct manner, with continuous tension and impactful fear. However, the director has done research and filled each scene with subversive humor that is a pure imitation of Hitchcock."
. . . digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations .,1,subjective,. . . menggali lebih mendalam daripada gambaran biasa tentang kanak-kanak yang baik dan anak benih yang jahat untuk mendedahkan satu set watak dan motivasi yang lebih ambivalen.,. . . delving deeper than the usual portrayal of good children and evil offspring to reveal a more ambivalent set of characters and motivations.
"if the count of monte cristo does n't transform caviezel into a movie star , then the game is even more rigged than it was two centuries ago .",1,subjective,"Jika Count of Monte Cristo tidak mengubah Caviezel menjadi bintang filem, maka permainan ini lebih dirancang daripada dua abad yang lalu.","If the Count of Monte Cristo did not turn Caviezel into a movie star, this game would have been more designed than two centuries ago."
an ideal love story for those intolerant of the more common saccharine genre .,1,subjective,Sebuah kisah cinta yang ideal untuk mereka yang tidak tahan dengan genre yang lebih biasa yang manis-manis.,A love story that is ideal for those who cannot tolerate the more usual sweet genres.
"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken",1,subjective,"Di luar keinginan Burger untuk membuat filem tertentu, sangat tidak jelas mengapa projek ini dijalankan.","Burger had no intention to make any specific films, it is very unclear why this project was pursued."
"at the same time other changes in sumo are being prompted by its growing popularity in the west , where its adherents are lobbying for sumo 's inclusion in the olympic games even as other promoters are arranging amateur sumo tournaments in venues like las vegas casinos - tournaments that not surprisingly bear little resemblance to the sport 's japanese forebear .",0,objective,"Pada masa yang sama, perubahan lain dalam sumo sedang dipacu oleh popularitinya yang semakin meningkat di barat, di mana penganutnya sedang memperjuangkan agar sumo dimasukkan dalam Sukan Olimpik sedangkan penggiat lain mendapatkan pengaturan untuk kejohanan sumo amatur di tempat-tempat seperti kasino Las Vegas - kejohanan yang tidak mengherankan sedikitpun menyerupai cabang sukan asal Jepun itu.","At the same time, other changes in sumo are being driven by its increasing popularity in the West, where advocates are pushing for sumo to be included in the Olympic Games while others are arranging for amateur sumo tournaments in places like Las Vegas casinos - tournaments that unsurprisingly bear little resemblance to the original Japanese sport."
14-year-old meredith attempts to maintain a religious vow of silence during a thanksgiving dinner with her agnostic family .,0,objective,Meredith berusia 14 tahun cuba mengekalkan sumpah keagamaan berdiam diri semasa makan malam Ucapan Syukur bersama keluarga angkasawannya yang agnostik.,"Meredith, 14, tried to maintain religious silence during the Agnostic family's Thanksgiving dinner."
"docu-drama based on the life of ted bundy , a serial killer who killed at least 19 young women during the 1970 's ( though some sources say as many as 30 to 35 were murdered ) .",0,objective,"Docu-drama berdasarkan kehidupan Ted Bundy, seorang pembunuh bersiri yang membunuh sekurang-kurangnya 19 wanita muda semasa tahun 1970-an (walaupun beberapa sumber menyatakan sebanyak 30 hingga 35 telah dibunuh).","A docudrama based on the life of Ted Bundy, a serial killer who murdered at least 19 young women in the 1970s (although some sources state as many as 30 to 35 were killed)."
"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",1,subjective,"Saya harap penerbit Windtalkers mempunyai lebih keyakinan kepada potensi dramatik kisah benar ini. Ini akan lebih baik daripada fiksyen yang dicipta, dan masih ada ruang untuk babak-babak perang.","I hope the Windtalkers publisher has more confidence in the dramatic potential of this true story. It would be better than fiction created, and there is still room for war scenes."
"in a world where loyalties are easily abandoned and allegiances bought , six perfect strangers come together to pull off the perfect crime .",0,objective,"Di dalam dunia di mana kesetiaan dengan mudah ditinggalkan dan persahabatan dapat dibeli, enam orang asing yang sempurna berkumpul untuk melaksanakan jenayah yang sempurna.","In a world where loyalty is easily forsaken and friendships can be bought, six perfect strangers come together to commit the perfect crime."
"fast-paced and wonderfully edited , the film is extremely thorough .",1,subjective,"Filem ini berjalan dengan pantas dan diedit dengan sangat baik, sangat teliti.","This movie runs fast and is edited very well, very meticulously."
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",1,subjective,"Walaupun hampirannya yang berhati-hati dan cerita yang kelihatan kabur mungkin tidak memuaskan selera setiap penonton filem, adegan akhir filem itu begitu mengharukan dan jelas.","Despite its careful approach and somewhat blurry storyline that may not satisfy every moviegoer, the final scene of the film is so emotional and clear."
"one-sided documentary offers simplistic explanations to a very complex situation . . . . stylistically , the movie is a disaster .",1,subjective,"Documentari satu hala menawarkan penjelasan yang ringkas kepada situasi yang sangat kompleks . . . . dari segi gaya, filem itu merupakan bencana.","One-way documentaries offer a concise explanation of a very complex situation . . . . in terms of style, the film is a disaster."
food for love endeavors and largely succeeds in lending equal weight to the emotional turmoil of its older and younger characters .,1,subjective,Makanan untuk usaha cinta ini secara besar-besaran berjaya memberikan bobot yang sama kepada pergolakan emosi watak-watak tua dan muda.,The food for this love affair successfully gives equal weight to the emotional turmoil of both the old and young characters on a large scale.
"should n't have been allowed to use the word `` new `` in its title , because there 's not an original character , siuation or joke in the entire movie .",1,subjective,"Tidak sepatutnya dibenarkan untuk menggunakan perkataan ""baru"" dalam tajuk filem itu, kerana tiada watak, situasi atau jenaka asal di dalam filem tersebut.","It should not be allowed to use the word ""new"" in the title of the movie, as there are no original characters, situations, or humor in the film."
"they both get close to tun , a lonely youth with an unspecified illness .",0,objective,"Mereka berdua mendekati Tun, seorang remaja yang kesepian dengan penyakit yang tidak spesifik.","They both approached Tun, a lonely teenager with a non-specific illness."
"18-year old dean is handsome and bright , but feels hampered by his working-class background and by his family .",0,objective,"Dean yang berusia 18 tahun adalah tampan dan cerdik, tetapi merasa terhalang oleh latar belakang kelas pekerja dan oleh keluarganya.","Dean, who is 18 years old, is handsome and intelligent, but feels hindered by his working-class background and his family."
"the movie details the experiences of 'peter pan ' author j . m . barrie , which lead him to write the children 's classic .",0,objective,"Filem tersebut menceritakan pengalaman penulis 'peter pan' J.M. Barrie, yang menginspirasinya untuk menulis klasik kanak-kanak tersebut.","The movie tells the story of 'Peter Pan' author J.M. Barrie's experiences, which inspired him to write the children's classic."
"the movie occasionally threatens to become didactic , but it 's too grounded in the reality of its characters to go over the edge . a touch of humor or an unexpected plot twist always pulls it back .",1,subjective,"Filem itu kadang-kadang mengancam untuk menjadi didaktik, tetapi terlalu mendasarkan pada realiti wataknya untuk melampaui batas. Sentuhan humor atau plot twist yang tidak dijangka sentiasa mengembalikannya.","The film sometimes threatens to become didactic, but relies too much on the reality of its characters to exceed the limits. Touches of humor or unexpected plot twists always bring it back."
"as a result of this unfortunate circumstance , ella can not refuse any command , and is often left at the mercy of unscrupulous personalities .",0,objective,"Akibat daripada keadaan malang ini, Ella tidak boleh menolak sebarang arahan, dan sering dibiarkan bergantung kepada personaliti yang tidak bermaruah.","Due to this unfortunate situation, Ella is unable to refuse any orders, and is often left to rely on unscrupulous personalities."
rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories .,1,subjective,Rice adalah seorang pengarah filem yang terlalu biasa untuk memberikan keunikan atau personaliti kepada tempat yang semakin popular yang boleh membezakannya daripada cerita-cerita lain Deep South.,Rice is a filmmaker who is too ordinary to provide uniqueness or personality to the increasingly popular setting that can distinguish it from other Deep South stories.
"the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately .",1,subjective,"Filem itu akan berfungsi lebih baik sebagai pemasangan video di sebuah muzium, di mana penonton bebas untuk meninggalkannya. Segera.","The movie would work better as a video installation in a museum, where viewers are free to leave it. Immediately."
"set in hounslow , west london and hamburg , the film follows two 18 year olds with their hearts set on a future in professional soccer .",0,objective,"Filem ini berlatar di Hounslow, barat London dan Hamburg, mengikuti dua remaja berusia 18 tahun dengan impian untuk menjadi pemain bola sepak profesional di masa depan.","This movie is set in Hounslow, west London and Hamburg, following two 18-year-old teenagers with a dream of becoming professional football players in the future."
a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory .,1,subjective,berantakan dalam hal watak dan penulisan . . . tetapi dapat meresap di bawah kulit seperti sedikit filem yang dapat kita ingati baru-baru ini.,messy in terms of character and writing . . . but can seep under the skin like a little movie we can remember recently.
"[ green is ] the comedy equivalent of saddam hussein , and i 'm just about ready to go to the u . n . and ask permission for a preemptive strike .",1,subjective,"Hijau adalah setaraf dalam komedi dengan saddam hussein, dan saya hampir bersedia untuk pergi ke pbb dan meminta kebenaran untuk serangan dulu.","Green is equivalent in comedy to Saddam Hussein, and I am almost ready to go to the UN and ask for permission for an attack first."
"suddenly , a young boy starts to become ill and starts to suffer from the same syndromes that regan from the fist movie suffered .",0,objective,"Tiba-tiba, seorang budak lelaki muda mula jatuh sakit dan mula mengalami sindrom yang sama yang dialami oleh Regan dari filem pertama.","Suddenly, a young boy began to fall ill and started experiencing the same syndrome as Regan from the first movie."
"the film , a follow-up to `` jack the dog `` , is described as a black comedy about a reformed womanizer ( nestor carbonell ) who struggles to keep his family together .",0,objective,"Filem tersebut, sebuah susulan kepada ""Jack the Dog"", digambarkan sebagai sebuah komedi hitam mengenai seorang lelaki penakluk wanita yang telah berubah (Nestor Carbonell) yang berjuang untuk menyatukan keluarganya.","The film, a sequel to ""Jack the Dog"", is portrayed as a dark comedy about a reformed womanizer (Nestor Carbonell) struggling to reunite his family."
"will he become a grandfather , surrounded by the love and support of a family or will he retreat into his world of memories and lost opportunities ?",0,objective,"Adakah beliau akan menjadi seorang datuk, dikelilingi oleh kasih sayang dan sokongan keluarga atau akan dia berundur ke dalam dunianya yang dipenuhi kenangan dan peluang yang hilang?","Will he become a datuk, surrounded by love and support from family, or will he retreat into his world filled with memories and lost opportunities?"
"paco , a rapper and performer , indifferent to all except her career , dreams of hitting the top ten chart .",0,objective,"Paco, seorang rapper dan artis pentas, acuh tak acuh terhadap segala hal kecuali kariernya, bermimpi untuk mencapai carta sepuluh teratas.","Paco, a rapper and stage artist, is indifferent towards everything except his career, dreaming of reaching the top ten chart."
canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people .,1,subjective,Cahaya Arktik Kanada bersinar terang pada opera sabun tundra beku ini yang menghidupkan kehidupan luar biasa ke dalam kehidupan pribadi masyarakat Inuit.,"The bright Arctic light of Canada shines on this frozen tundra opera soap, breathing extraordinary life into the personal lives of Inuit communities."
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",1,subjective,"Penulis-pengarah baru pertama kali, Serry, menunjukkan bakat yang luar biasa dalam bercerita dengan filem kecil yang berkesan ini.","First-time writer-director, Serry, demonstrates remarkable talent in storytelling with this impactful short film."
"down and out rock star dewey finn ( black ) gets fired from his band , and he faces a mountain of debts and depression .",0,objective,"Bintang rock yang terpinggir, Dewey Finn (berkulit hitam), dipecat dari bandnya, dan dia menghadapi hutang yang banyak dan kemurungan.","The marginalized rock star, Dewey Finn (black-skinned), is fired from his band, and he faces a lot of debt and depression."
"despite the sympathetic overtures , rachel is convinced things are n't what they seem and suspects her baby has been abducted .",0,objective,"Walaupun tawaran simpati itu, Rachel yakin bahawa perkara bukanlah seperti yang kelihatan dan mencurigai bahawa bayinya telah diculik.","Despite the sympathy offer, Rachel is convinced that things are not as they seem and suspects that her baby has been kidnapped."
"hoffman spends a good deal of screen time alone and without much dialogue , using only his considerable physical skill and screen presence to pull off the role .",1,subjective,"Hoffman menghabiskan banyak masa skrin sendirian tanpa banyak dialog, hanya menggunakan kebolehan fizikal yang besar dan kehadiran skrin untuk memainkan watak.","Hoffman spends a lot of time on screen alone without much dialogue, relying solely on his great physical abilities and screen presence to play the character."
"michell , after some sleuthing around , narrows down the suspects to a woman not his wife , another well known victorian poet .",0,objective,"Michell, setelah menyelidik, menyempitkan senarai orang yang disyaki kepada seorang wanita bukan isterinya, seorang penyair Victoria terkenal yang lain.","Michell, after investigating, narrowed down the list of suspects to another famous Victorian poet who is not his wife."
"la cinta comienza intentando ser un drama , rM-apidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",1,subjective,"Cinta ini bermula dengan cuba menjadi sebuah drama, namun dengan cepat berubah menjadi komedi dan akhirnya menjadi sebuah parodi yang sangat mudah diteka.","This love started off as an attempt to be a drama, but quickly turned into a comedy, and eventually became a parody that is easily predictable."
it may not be `` last tango in paris `` but . . .,1,subjective,"Mungkin bukan ""tango terakhir di paris"" tetapi...","Perhaps not ""the last tango in Paris"" but..."
"it may not be history M-^V but then again , what if it is ? M-^V but it makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while .",1,subjective,"Ia mungkin bukan sejarah sejati, tetapi bagaimana jika ia adalah? Walaupun begitu, ia memberikan satu dari malam paling menyeronokkan dan memuaskan di pawagam yang pernah saya alami.","It may not be real history, but what if it is? Nevertheless, it provides one of the most enjoyable and satisfying nights at the cinema that I have ever had."
director nolan shows here he can handle clever material with a flair .,1,subjective,Pengarah Nolan menunjukkan di sini beliau boleh mengendalikan bahan yang pintar dengan gaya yang hebat.,Director Nolan shows here that he can handle clever materials with great style.
"he discovers that his daughter 's life , unknown to him from an affair with a brazilian woman 15 years earlier , is in danger and must return to rio ; having only five days to finish the deal and find his daughter .",0,objective,"Dia mengetahui bahawa kehidupan anak perempuannya, yang tidak diketahuinya dari hubungan sulit dengan seorang wanita Brazil 15 tahun yang lalu, dalam bahaya dan harus kembali ke Rio; hanya mempunyai lima hari untuk menyelesaikan urusan dan mencari anak perempuannya.","He knows that his daughter's life, which he did not know of from his difficult relationship with a woman from Brazil 15 years ago, is in danger and he must return to Rio; he has only five days to settle matters and find his daughter."
"not everything in the film works , including its somewhat convenient ending .",1,subjective,"Tidak semua yang ada dalam filem berfungsi, termasuk pengakhiran yang agak mudah.","Not everything in a film works, including the somewhat easy ending."
only those most addicted to film violence in all its forms will find anything here to appreciate .,1,subjective,Hanya mereka yang paling ketagih dengan keganasan filem dalam semua bentuknya yang akan menemui sesuatu untuk dihargai di sini.,Only those most addicted to violence in films in all its forms will find something to appreciate here.
"when detective ben simm 's wife is killed , he has to learn to be both father and mother to his little girl while searching for a vigilante that has his own sense of justice .",0,objective,"Apabila isteri detektif Ben Simm dibunuh, beliau terpaksa belajar menjadi bapa dan ibu kepada gadis kecilnya sambil mencari vigilan yang mempunyai pandangan keadilan sendiri.","When Detective Ben Simm's wife is murdered, he has to learn to become a father and mother to his young daughter while searching for a vigilante with their own sense of justice."
"marco and melanie , a young married couple , are living a life of passion , with chaotic situations , and all the little frustrations of daily life .",0,objective,"Marco dan Melanie, seorang pasangan suami isteri muda, menjalani kehidupan penuh gairah, dengan situasi yang kacau, dan segala kekecewaan kecil kehidupan harian.","Marco and Melanie, a young married couple, lead a passionate life, with chaotic situations and all the little frustrations of daily life."
what really surprises about wisegirls is its low-key quality and genuine tenderness .,1,subjective,Apa yang benar-benar mengejutkan tentang Wisegirls adalah kualiti yang rendah dan kelembutan yang tulen.,What is truly surprising about Wisegirls is the low quality and genuine softness.
the husband meets a man who knows what to do with his sexuality .,0,objective,Suami bertemu dengan seorang lelaki yang tahu apa yang perlu dilakukan dengan seksualitinya.,The husband met a man who knew what needed to be done with his sexuality.
ira member bobby sands is imprisoned in northern ireland .,0,objective,Ira member Bobby Sands dipenjarakan di Ireland Utara.,Ira member Bobby Sands was imprisoned in Northern Ireland.
"in a season of strenuously ambitious art , the laid-back modesty and accessible charm of evelyn is a welcome relief .",1,subjective,"Dalam satu musim seni yang memerlukan ketekunan yang tinggi, keperibadian bersederhana dan daya tarik mudah diakses Evelyn adalah suatu kelegaan yang dialu-alukan.","In an art season that requires high diligence, modest personality and easily accessible charm, Evelyn is a welcomed relief."
