text,label,label_text,translation,back_translation
the most repugnant adaptation of a classic text since roland joffé and demi moore 's the scarlet letter .,0,negative,satu adaptasi yang paling menjijikkan dari teks klasik sejak filem the scarlet letter oleh roland joffé dan demi moore.,the most disgusting adaptation of a classic text since the film the scarlet letter by roland joffé and demi moore.
"for something as splendid-looking as this particular film , the viewer expects something special but instead gets -lrb- sci-fi -rrb- rehash .",0,negative,"Bagi sesuatu yang kelihatan menarik seperti filem ini, penonton mengharapkan sesuatu yang istimewa tetapi malah mendapat semulaan -lrb- sains fiksyen -rrb-.","For something that seems interesting like this movie, the audience expects something extraordinary but instead receives a rehash (science fiction)."
"this is a stunning film , a one-of-a-kind tour de force .",1,positive,"Filem ini sungguh mengagumkan, satu pencapaian luar biasa yang tidak dimiliki oleh yang lain.","This film is truly amazing, an extraordinary achievement unlike any other."
"may be more genial than ingenious , but it gets the job done .",1,positive,"Mungkin lebih ramah daripada bijak, tetapi ia dapat menyelesaikan kerja.","Maybe more friendly than wise, but it can get the job done."
"there is a freedom to watching stunts that are this crude , this fast-paced and this insane .",1,positive,"Terdapat kebebasan untuk menonton aksi yang begitu kasar ini, begitu cepat dan begitu gila.","There is the freedom to watch this action, which is so rough, so fast, and so crazy."
"if the tuxedo actually were a suit , it would fit chan like a $ 99 bargain-basement special .",0,negative,"Jika tuxedo sebenarnya adalah sehelai sut, ia akan sesuai dengan Chan seperti pakaian istimewa pada harga $99 di stor murah.","If a tuxedo were truly made of silk, it would match Chan like a special outfit priced at $99 in a cheap store."
"as quiet , patient and tenacious as mr. lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .",1,positive,"Sepenting, sabar, dan gigih seperti Encik Lopez sendiri, yang mendekati kerja sulit dan tanpa henti dengan ketenangan yang luar biasa dan disiplin.","As important, patient, and persistent as Mr. Lopez himself, who approaches difficult and relentless work with extraordinary calmness and discipline."
final verdict : you 've seen it all before .,0,negative,keputusan akhir: anda sudah melihat semuanya sebelum ini.,Final decision: you have seen everything before this.
"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",0,negative,"Blue Crush mengikuti formula, tetapi menyelipkan terlalu banyak konflik untuk menjadikan cerita lebih menarik.","Blue Crush follows the formula, but adds too many conflicts to make the story more interesting."
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .,0,negative,Anda akan mendapat rasa niat baik terganggu oleh kegagalan untuk mencari dan menetapkan nada yang tepat.,You will find your good intentions disrupted by the failure to find and set the right tone.
"a slick , engrossing melodrama .",1,positive,sebuah melodrama yang licin dan menarik.,A slippery and intriguing melodrama.
a wretched movie that reduces the second world war to one man 's quest to find an old flame .,0,negative,filem yang hina yang mengurangkan Perang Dunia Kedua kepada pencarian seorang lelaki untuk mencari kasih lamanya.,A demeaning film that reduces World War II to the search for a man to find his long-lost love.
"will undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic .",0,negative,"Akan dimainkan dengan baik di pasaran Eropah, di mana Tuan Besson adalah nama jenama, dan di Asia, di mana Puan Shu adalah sebuah institusi, tetapi penonton Amerika mungkin akan mendapatkannya sebagai sesuatu yang familiar dan tidak memadai sebagai sumber katarsis.","It will play well in the European market, where Mr. Besson is a brand name, and in Asia, where Ms. Shu is an institution, but American audiences may find it familiar and inadequate as a source of catharsis."
lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .,0,negative,kurangnya inspirasi dari yang asal dan memiliki plot yang membengkak yang melaraskan masa tayangan kira-kira 10 minit selepas minat kanak-kanak dan kesabaran dewasa.,lack of original inspiration and a bloated plot that stretches the airing time to about 10 minutes beyond children's interest and adult patience.
the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .,1,positive,Filem The Santa Clause 2 membuktikan bahawa ia merupakan satu perjumpaan yang lebih teratur dan dipikirkan daripada asal yang pernah diharapkan.,The movie The Santa Clause 2 proves that it is a more organized and well thought-out sequel than expected.
"the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",1,positive,"filem ini mempunyai suasana yang suram, mengalir, menggerunkan dan menyentuh hati pada masa yang sama ... sebuah cerita seram yang berliku-liku, tidak dapat diramal, seperti permainan kucing dan tikus.","This movie has a dark, flowing, eerie atmosphere that touches the heart at the same time... a twisted, unpredictable horror story, like a game of cat and mouse."
too bad .,0,negative,Sangat malang.,Very unlucky.
"a strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing spider-man .",1,positive,"tindakan pertama yang kuat dan benar-benar, secara tak terhindarkan menakjubkan, gerakan bergelantungan pencakar langit laba-laba yang menakjubkan.","The first strong and truly inevitable action, amazingly fascinating, the astonishing spider-like skyscraper hanging movement."
gooding offers a desperately ingratiating performance .,0,negative,Penampilan Gooding menawarkan penampilan yang sangat menjunjung kasih.,Gooding's appearance offers a very compassionate appearance.
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,0,negative,Sebuah usaha yang dibuat dengan niat baik tetapi masih terlalu dipenuhi dengan sensitiviti yang aneh oleh pelakon sehingga inti emosi yang jujur sulit untuk dihayati dengan sebarang tahap keterbukaan.,An effort made with good intentions but still too filled with strange sensitivities by the actors which makes it difficult to truly experience the core emotions with any level of openness.
a fun ride .,1,positive,perjalanan yang menyeronokkan.,Enjoyable journey.
an edgy thriller that delivers a surprising punch .,1,positive,sebuah cerita seram yang menghantar pukulan mengejutkan.,a horror story that delivers a shocking blow.
` what 's the russian word for wow !? ',1,positive,"Apakah perkataan dalam bahasa Rusia untuk ""wow!""?","What is the word in Russian for ""wow!""?"
otto-sallies has a real filmmaker 's eye .,1,positive,otto-sallies mempunyai mata seorang pembuat filem yang sebenar.,Otto Sallies has the eyes of a real filmmaker.
lurid and less than lucid work .,0,negative,kerja yang menjijikkan dan kurang jelas.,disgusting and unclear work.
with its parade of almost perpetually wasted characters ... margarita feels like a hazy high that takes too long to shake .,0,negative,Dengan parade watak yang hampir sentiasa terbuang sia ... margarita terasa seperti satu keadaan mabuk yang kabur yang mengambil masa terlalu lama untuk hilang.,With a cast of characters that are almost always wasted ... margarita feels like a hazy drunken state that takes too long to fade away.
"i could just feel the screenwriter at every moment ` tap , tap , tap , tap , tapping away ' on this screenplay .",0,negative,"Saya boleh merasai penulis skrin pada setiap saat `ketuk, ketuk, ketuk, ketuk' menaip skrinplay ini.","I can feel the screenwriter at every moment ""tap, tap, tap, tap"" typing this screenplay."
"overall , cletis tout is a winning comedy that excites the imagination and tickles the funny bone .",1,positive,"Secara keseluruhan, Cletis Tout adalah sebuah komedi yang memenangi hati yang menggembirakan imaginasi dan menggelitik perasaan lucu.","Overall, Cletis Tout is a heartwarming comedy that delights the imagination and tickles the funny bone."
you live the mood rather than savour the story .,1,positive,Anda lebih hidup suasana daripada menikmati ceritanya.,You are more alive in the atmosphere than enjoying the story.
the movie is so thoughtlessly assembled .,1,positive,Filem ini disusun dengan tidak berfikiran.,This film is organized without thinking.
"some body is a shaky , uncertain film that nevertheless touches a few raw nerves .",1,positive,"""Some Body"" adalah filem yang goyah dan tidak pasti namun begitu menyentuh beberapa saraf yang sensitif.","""Some Body"" is a wobbly and uncertain film yet it manages to touch on some sensitive nerves."
"it 's a very sincere work , but it would be better as a diary or documentary .",1,positive,"Ia adalah satu kerja yang sangat jujur, tetapi lebih baik jika ianya dalam bentuk diari atau dokumentari.","It is a very honest work, but it is better in the form of a diary or documentary."
"while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .",0,negative,"Sementara adobo Amerika mempunyai hati dan lidahnya di tempat yang betul, otaknya sedikit terbarai - berkelaluan, malah boleh dikatakan tumpul.","While American adobo has its heart and tongue in the right place, its brain is somewhat scattered - wandering, one might even say dull."
"unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .",1,positive,"membuka dengan keadaan segera yang begitu kuat sehingga apabila peluru bermula mengepul, naluri pertama anda adalah untuk bersembunyi.","Opening with such a strong immediate force that when the bullets start flying, your first instinct is to hide."
and it 's a lousy one at that .,0,negative,Dan itu adalah satu yang tidak baik.,And that is not good.
it 's not too fast and not too slow .,1,positive,Ia tidak terlalu cepat dan tidak terlalu perlahan.,It's neither too fast nor too slow.
"it 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .",1,positive,"Ini merupakan filem yang menghiburkan, dan kesan khasnya yang diperbesar sehingga sebesar hotel di pusat bandar hampir membawa anda ke angkasa luar.","This is an entertaining movie, and its special effects are enhanced to the point where the city center hotel almost takes you to outer space."
"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",1,positive,"Ia sama sekali tegas dan tidak menghakimi, dan jelas bahawa seorang pelacur boleh sama kesunyian dan perlunya seperti mana-mana pelanggan lain.","It is absolutely firm and non-judgmental, and it is clear that a prostitute can experience the same loneliness and needs as any other client."
compellingly watchable .,1,positive,menarik untuk ditonton.,Interesting to watch.
"despite some comic sparks , welcome to collinwood never catches fire .",0,negative,"Walaupun ada percikan komedi yang menarik, welcome to collinwood tidak pernah memikat.","Although it has sparks of interesting comedy, welcome to collinwood never captivates."
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees .",1,positive,"Walaupun Jackson tidak selalu berjaya mengintegrasikan watak-watak di bahagian hadapan ke dalam landskap yang luar biasa kaya, perlu dikatakan bahawa beliau merupakan seorang pengarah filem berimaginasi yang dapat melihat hutan di tengah pokok-pokok.","Although Jackson does not always succeed in integrating characters in the foreground into the incredibly rich landscape, it must be said that he is an imaginative filmmaker who can see the forest among the trees."
"not only does spider-man deliver , but i suspect it might deliver again and again .",1,positive,"Bukan sahaja Spider-Man memberi, tetapi saya sangka ia mungkin akan memberi lagi dan lagi.","Not only does Spider-Man give, but I think he might give again and again."
it 's worth taking the kids to .,1,positive,Ia berbaloi untuk membawa anak-anak.,It is worth bringing the children.
"without shakespeare 's eloquent language , the update is dreary and sluggish .",0,negative,"Tanpa penggunaan bahasa yang indah oleh Shakespeare, kemas kini tersebut menjadi suram dan lesu.","Without the beautiful language used by Shakespeare, the update becomes dull and dreary."
"dense , exhilarating documentary .",1,positive,filem dokumentari padat dan menggemparkan.,The documentary film is dense and shocking.
"... feels as if -lrb- there 's -rrb- a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",0,negative,... terasa seolah-olah -lrb- ada -rrb- tali leher yang menghimpit di sekeliling leher anda supaya pengarah nick cassavetes boleh menariknya dengan kuat setiap kali dia mahu anda berasa sesuatu.,... it feels as if -lrb- there is -rrb- a noose around your neck tightening so that director Nick Cassavetes can pull it strongly whenever he wants you to feel something.
poignant if familiar story of a young person suspended between two cultures .,1,positive,kisah yang menyentuh hati tentang seorang pemuda yang terjebak di antara dua budaya.,A touching story about a young man caught between two cultures.
"methodical , measured , and gently tedious in its comedy , secret ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain .",1,positive,"Metodikal, diukur, dan sedikit membosankan dalam komedinya, Undi Rahsia adalah filem yang disederhanakan secara sengaja - mungkin itulah sebabnya mengapa filem ini begitu berjaya melekat dalam fikiran.","Methodical, measured, and somewhat boring in its comedy, Undi Rahsia is a deliberately simplified film - perhaps that's why it has managed to stick in the mind so successfully."
"though a touch too arthouse 101 in its poetic symbolism , heaven proves to be a good match of the sensibilities of two directors .",1,positive,"Walaupun agak terlalu seni arthouse 101 dalam simbolisma puisinya, syurga membuktikan menjadi padanan yang baik bagi perasaan dua pengarah.","Although somewhat too artsy in the symbolism of its poetry, heaven proves to be a good match for the feelings of the two directors."
superbly photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .,1,positive,Difotografi dan disusun dengan cemerlang oleh Mendes dengan sejumlah setiap set yang memukau seperti yang jarang dilihat oleh penonton mainstream.,Photographed and brilliantly arranged by Mendes with a stunning set in each set that captivates as rarely seen by mainstream audiences.
a metaphor for a modern-day urban china searching for its identity .,1,positive,metafora bagi China bandar moden hari ini yang sedang mencari identitinya.,Metaphor for China as a modern city today searching for its identity.
"it 's a square , sentimental drama that satisfies , as comfort food often can .",1,positive,"Ini adalah sebuah drama segi empat yang sentimental yang memuaskan, seperti makanan selesa biasanya boleh.","This is a sentimental square drama that is satisfying, like comfort food usually can be."
"the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting .",1,positive,"Filem yang sungguh subur, ""Morvern Callar"", merupakan penuh dengan eksistensialisme punk tulen, dan puan Ramsay bersama dengan rakan penulisnya, Liana Dognini, telah mendramakan novel Alan Warner, yang pada asalnya terasa seperti jawapan kepada buku ""Trainspotting"" oleh Irvine Welsh.","The very fertile film, ""Morvern Callar"", is full of pure punk existentialism, and Ms. Ramsay along with her writing partner, Liana Dognini, have adapted Alan Warner's novel, which originally felt like a response to Irvine Welsh's book ""Trainspotting""."
"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form .",1,positive,"Peminat-peminat pengarah Abel Ferrara mungkin akan lega bahawa filem terbarunya, r xmas, menandakan satu kembalinya ke form yang membina.","Fans of director Abel Ferrara may be relieved that his latest film, r xmas, signals a return to his groundbreaking form."
"not once in the rush to save the day did i become very involved in the proceedings ; to me , it was just a matter of ` eh . '",0,negative,"Tidak sekali pun dalam kesibukan untuk menyelamatkan hari, saya tidak terlalu terlibat dalam proses tersebut; bagiku, itu hanyalah sekadar 'eh'.","Not once in the hustle to save the day, I am not too involved in the process; for me, it's just a 'meh'."
an ugly-duckling tale so hideously and clumsily told it feels accidental .,0,negative,Sebuah kisah angsa yang hodoh diceritakan dengan begitu buruk dan kasar sehingga terasa secara kebetulan.,A story of an ugly duckling is told in such a bad and rough way that it feels coincidental.
becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .,0,negative,Menjadi sedikit berkecamuk: sebuah cerita yang tidak membuat menangis dan sebuah cerita seram yang tidak seram.,A little chaotic: a story that doesn't make you cry and a horror story that isn't scary.
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ?,1,positive,Bolehkah saya lebih bersemangat apabila saya mendengar bahawa Apollo 13 akan dilancarkan dalam format IMAX?,Can I be more excited when I hear that Apollo 13 will be released in IMAX format?
"this is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it .",1,positive,"Ini adalah projek yang sangat berambisi bagi seorang pembikin filem yang agak tidak berpengalaman, tetapi pelakon yang baik, puisi yang baik, dan muzik yang baik membantu mengekalkannya.","This is a very ambitious project for a relatively inexperienced filmmaker, but good actors, good poetry, and good music help to sustain it."
"more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",0,negative,Lebih berjaya dalam menghubungkan sejarah daripada dalam mencipta seorang watak heroin yang kompleks emosinya dan memuaskan secara dramatik.,More successful in connecting history than in creating a complex emotionally satisfying dramatic heroine.
cho 's timing is priceless .,1,positive,Masa cho sangat berharga.,Time is very precious.
criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes my big fat greek wedding look like an apartheid drama .,1,positive,Rancangan mencerita tentang konspirasi jenayah dan percintaan sejati mudah melintasi sempadan kaum dan budaya dalam filem tersebut sehingga membuat perkahwinan greek saya yang gemuk kelihatan seperti drama aparteid.,"The program tells of a conspiracy of crimes and true love effortlessly crossing the boundaries of race and culture in the film, to the point that my chubby Greek marriage looks like an apartheid drama."
there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,1,positive,Ada sesuatu yang perlu dikatakan tentang filem yang dihasilkan di studio yang tidak pernah mengganggu penonton dengan memberikan jawapan mudah.,There is something to be said about films produced in studios that never disturb the audience by providing easy answers.
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,1,positive,Apa yang meningkatkan filem di atas biasa adalah rasa humor surrealnya dan sentuhan teknologi.,What elevates the film above average is its surreal sense of humor and technological touch.
nicholson 's understated performance is wonderful .,1,positive,Pentas rendah Nicholson sangat mengagumkan.,Nicholson's low stage is very impressive.
"the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story .",1,positive,"Pereka filem tahu bagaimana untuk memuaskan mata, tetapi tidak selalu gambar yang paling cantik yang menceritakan cerita terbaik.","Film designers know how to please the eyes, but it is not always the most beautiful image that tells the best story."
"it 's unfortunate that wallace , who wrote gibson 's braveheart as well as the recent pearl harbor , has such an irrepressible passion for sappy situations and dialogue .",0,negative,"Sungguh malang bahawa Wallace, yang menulis Braveheart Gibson dan juga Pearl Harbor yang baru-baru ini, mempunyai keghairahan yang tidak dapat ditolak untuk situasi dan dialog yang berkisar.","It is unfortunate that Wallace, who wrote Braveheart starring Gibson and also the recent Pearl Harbor film, has an undeniable passion for situations and dialogues."
"jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .",0,negative,"Jackson berjalan dengan malu-malu melalui kekacauan ini dengan senyum angkuh, dengan menjulurkan kilt tanpa sebab dan membawa beg dengan kelab golf di atas bahu.","Jackson walked timidly through this chaos with a proud smile, extending his kilt for no reason and carrying a bag with a golf club on his shoulder."
"... a fascinating curiosity piece -- fascinating , that is , for about ten minutes .",0,negative,"... sebuah relik keingintahuan yang menarik - menarik, maksud saya, selama lebih kurang sepuluh minit.","...an intriguing relic of curiosity - captivating, I mean, for about ten minutes."
over and over again .,0,negative,Berulang kali.,Repeatedly.
nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .,1,positive,nolan membuktikan bahawa beliau mampu bergayut pedang dengan yang terbaik di kalangan mereka dan mengarahkan filem thriller popcorn yang lebih tradisional sambil tidak mengorbankan ketajaman intelektualnya atau composure kreatif.,Nolan proves that he is able to wield a sword with the best of them and directs more traditional popcorn thriller films without sacrificing his intellectual sharpness or creative composure.
"this bond film goes off the beaten path , not necessarily for the better .",0,negative,"Filem Bond ini keluar dari landasan biasa, tidak semestinya untuk kebaikan.","This Bond film departs from the usual trajectory, not necessarily for the better."
... its solemn pretension prevents us from sharing the awe in which it holds itself .,0,negative,...kesungguhan yang diselitkan menghalang kita daripada berkongsi kagum yang dimiliki oleh dirinya.,...the underlying seriousness hinders us from sharing the admiration possessed by them.
the drama discloses almost nothing .,0,negative,Drama tersebut hampir tidak mendedahkan apa-apa.,The drama almost did not reveal anything.
"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",0,negative,"satu konstruk palsu berdasarkan teori, silap mata, dan hipotesis yang tidak baik.","a false construct based on theory, optical illusion, and poor hypotheses."
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol 's most intense psychological mysteries .,1,positive,Isabelle Huppert hebat sebagai Mika yang misterius dan Anna Mouglalis adalah bakat muda yang menakjubkan dalam salah satu misteri psikologi yang paling intens dari Chabrol.,Isabelle Huppert is great as the mysterious Mika and Anna Mouglalis is a stunning young talent in one of Chabrol's most intense psychological mysteries.
"like its parade of predecessors , this halloween is a gory slash-fest .",1,positive,"Seperti rakan sejawatnya sebelum ini, Halloween ini adalah satu pesta penipisan yang menyeramkan.","Like its predecessors, this Halloween is a spooky celebration of thinning."
perhaps the best sports movie i 've ever seen .,1,positive,Mungkin filem sukan terbaik yang pernah saya tonton.,Perhaps the best sports movie I have ever watched.
this pathetic junk is barely an hour long .,0,negative,Filem ini yang tidak berkualiti ini hanya berkepanjangan selama hampir sejam sahaja.,This low-quality film just drags on for almost an hour.
"ou 've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane .",1,positive,"Anda mesti sukakan gambar Disney dengan sedikit cleavage seperti yang ada pada ini, dan seorang heroin yang berani dan berprinsip seperti Jane.","You must like Disney characters with a little cleavage like in this one, and a brave and principled heroine like Jane."
"this is a gorgeous film - vivid with color , music and life .",1,positive,"Filem ini sungguh cantik - kaya dengan warna, muzik, dan kehidupan.","This movie is very beautiful - rich with colors, music, and life."
playing a role of almost bergmanesque intensity ... bisset is both convincing and radiant .,1,positive,Memainkan peranan dengan intensiti hampir bergmanesque ... bisset adalah baik meyakinkan dan berseri.,Playing the role with an intensity almost Bergmanesque... bisset is convincingly good and radiant.
the trappings of i spy are so familiar you might as well be watching a rerun .,0,negative,Perangkap-perangkap permainan saya senantiasa begitu dikenali sehingga anda mungkin seolah-olah sedang menonton ulangan.,The traps in my game are always so well-known that you might feel as if you are watching a replay.
it treats ana 's journey with honesty that is tragically rare in the depiction of young women in film .,1,positive,"Ia menggambarkan perjalanan Ana dengan jujur, sesuatu yang jarang ditemui dalam penggambaran wanita muda dalam filem.","It portrays Ana's journey honestly, something rarely seen in the portrayal of young women in films."
leigh makes these lives count .,1,positive,Leigh membuat kehidupan ini bermakna.,Leigh makes this life meaningful.
"ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints .",1,positive,"Drama psikodrama yang berambisi, menggugat yang memanfaatkan sepenuhnya kekurangan kasar, terikat pada belanjanya yang rendah.","Ambitious psychodrama play, exploiting fully the rough edges, constrained by its low budget."
"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen 's romantic comedies so pertinent and enduring .",1,positive,"Penebang kayu ini kelihatan telah memberi pengaruh langsung kepada kisah cinta antara dua gadis ini, tetapi yang lebih memberi keyakinan adalah bagaimana para pembuatnya sebenarnya memahami apa yang menjadikan komedi romantis Allen begitu relevan dan berkekalan.","The woodcutter appears to have had a direct influence on the love story between these two girls, but what truly instills confidence is how the makers actually understand what makes Allen's romantic comedies so relevant and enduring."
i could n't recommend this film more .,1,positive,Saya tidak dapat lebih mengesyorkan filem ini.,I cannot recommend this movie more.
"an inexperienced director , mehta has much to learn .",0,negative,"Sebagai pengarah yang kurang berpengalaman, Mehta mempunyai banyak perkara untuk dipelajari.","As a less experienced director, Mehta has a lot of things to learn."
"you can taste it , but there 's no fizz .",0,negative,"Anda boleh merasainya, tetapi tiada rasa gas.","You can feel it, but there is no gas taste."
a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either .,0,negative,Sebuah pembaharuan Die Hard dan Cliffhanger tetapi tidak seexciting kedua-duanya.,A revamp of Die Hard and Cliffhanger but not as exciting as both.
"a moving tale of love and destruction in unexpected places , unexamined lives .",1,positive,"kisah yang menggerakkan tentang cinta dan kehancuran di tempat-tempat yang tak terduga, kehidupan yang tidak diperiksa.","A moving story about love and destruction in unexpected places, in unchecked lives."
it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,1,positive,Terdapat lebih daripada beberapa saat yang cukup berkesan untuk dikenang dengan penuh kasih sayang dalam labirin menantang yang tidak ada penghujungnya dalam menonton filem.,There are more than a few moments that are quite memorable to be cherished with love in the endless and challenging labyrinth of watching movies.
why ?,0,negative,kenapa?,why?
and that is where ararat went astray .,0,negative,dan di situlah Ararat sesat.,and there Ararat strayed.
vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role .,1,positive,Vincent Gallo betul-betul seperti di rumah dalam filem kejutan Perancis ini memegang watak bad boy aneh yang biasa dimainkannya.,"Vincent Gallo truly feels at home in this French surprise film, embodying the strange bad boy character he usually plays."
"clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up .",0,negative,"""Clockstoppers"" adalah salah satu filem gila dan keliru yang tidak tahu apa yang sebenarnya mahu jadi apabila ia dewasa.","""Clockstoppers"" is one of the crazy and confusing movies that don't know what they really want to be when they grow up."
"sandra bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",0,negative,"Sandra Bullock, walaupun merendahkan kecantikannya, membawa terlalu banyak beban ""comel"" yang tidak begitu sesuai dengan watak utamanya sebagai seorang polis homisid yang bermasalah dan bertekad untuk menjalankan tugasan berat dengan baik.","Sandra Bullock, despite downplaying her beauty, carries too much of a ""cute"" burden that doesn't quite suit her main character as a troubled and determined homicide cop striving to fulfill her demanding duties well."
it 's mostly a pleasure to watch .,1,positive,Ini adalah kebanyakan keseronokan untuk ditonton.,This is most enjoyable to watch.
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,1,positive,semangat melanggar ikon - walaupun diatur - menjadikan tontonan yang menggembirakan secara tidak terduga.,Breaking the rules - even when they are set - makes for unexpectedly joyful spectacles.
"a kilted jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .",0,negative,"Seorang Jackson yang memakai kilt adalah pemandangan yang mengganggu, dan menandakan personalitinya yang, jika anda mau, tidak seimbang, yang berkeliaran secara tidak tentu melalui adegan tindakan yang direka dengan tidak matang.","A kilt-wearing Jackson is a disturbing sight, signaling a personality that, if you will, is imbalanced, roaming erratically through immaturely designed action scenes."
