text,label,label_text,translation,back_translation
a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory .,1,subjective,Kekacauan ketika datang kepada watak -watak dan menulis...tetapi berfungsi di bawah kulit seperti beberapa filem yang ada dalam ingatan baru -baru ini.,The chaos when it comes to the characters and writing ... but it works under the skin as some of the films are in this new memory.
"[ green is ] the comedy equivalent of saddam hussein , and i 'm just about ready to go to the u . n . and ask permission for a preemptive strike .",1,subjective,"[Hijau adalah bersamaan komedi Saddam Hussein, dan saya hanya bersedia untuk pergi ke U.n.dan minta kebenaran untuk mogok preemptive.","[Green is the same as Saddam Hussein's comedy, and I'm just ready to go to the U.N.and and ask for permission to strike."
"suddenly , a young boy starts to become ill and starts to suffer from the same syndromes that regan from the fist movie suffered .",0,objective,"Tiba -tiba, seorang budak lelaki mula sakit dan mula mengalami sindrom yang sama yang Regan dari filem penumbuk.","Suddenly, a boy began to get sick and began to suffer from the same syndrome from the fist movie."
"the film , a follow-up to `` jack the dog `` , is described as a black comedy about a reformed womanizer ( nestor carbonell ) who struggles to keep his family together .",0,objective,"Filem ini, susulan kepada `` Jack the Dog ``, digambarkan sebagai komedi hitam mengenai seorang wanita yang diperbaharui (Nestor Carbonell) yang berjuang untuk menjaga keluarganya bersama-sama.","The film, following the `` Jack the Dog ``, is described as a black comedy about a renewed woman (Nestor Carbonell) who is struggling to keep her family together."
"will he become a grandfather , surrounded by the love and support of a family or will he retreat into his world of memories and lost opportunities ?",0,objective,"Adakah dia akan menjadi datuk, dikelilingi oleh cinta dan sokongan keluarga atau adakah dia akan berundur ke dalam dunia kenangannya dan kehilangan peluang?","Is he going to be a grandfather, surrounded by love and family support or will he retreat to his world of memories and lose opportunities?"
"paco , a rapper and performer , indifferent to all except her career , dreams of hitting the top ten chart .",0,objective,"Paco, rapper dan pelaku, tidak peduli kepada semua kecuali kerjayanya, impian memukul carta sepuluh teratas.","Paco, rapper and the performer, don't care about all except his career, dream of hitting the top ten charts."
canada 's arctic light shines bright on this frozen tundra soap opera that breathes extraordinary life into the private existence of the inuit people .,1,subjective,Cahaya Artik Kanada bersinar terang pada opera sabun tundra beku ini yang menghidupkan kehidupan yang luar biasa ke dalam kewujudan peribadi orang Inuit.,Canadian Arctic light shines brightly on this frozen soap opera that brings life a great life into the personal existence of the Inuit.
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",1,subjective,Pengarah penulis kali pertama Serry menunjukkan hadiah yang luar biasa untuk bercerita dengan filem kecil yang bergerak dan berkesan ini.,First time director Serry has shown an incredible gift to talk to this moving and effective small movie.
"down and out rock star dewey finn ( black ) gets fired from his band , and he faces a mountain of debts and depression .",0,objective,"Bintang rock Down dan keluar Dewey Finn (hitam) akan dipecat dari bandnya, dan dia menghadapi gunung hutang dan kemurungan.","The Rock Down and Exit Star Dewey Finn (black) will be fired from his band, and he faces a debt and debt mountain."
"despite the sympathetic overtures , rachel is convinced things are n't what they seem and suspects her baby has been abducted .",0,objective,"Walaupun terdapat sambutan yang bersimpati, Rachel yakin perkara -perkara bukanlah apa yang mereka nampak dan mengesyaki bayinya telah diculik.","Although there was a sympathetic response, Rachel believed things were not what they saw and suspected the baby had been kidnapped."
"hoffman spends a good deal of screen time alone and without much dialogue , using only his considerable physical skill and screen presence to pull off the role .",1,subjective,"Hoffman membelanjakan banyak masa skrin sahaja dan tanpa banyak dialog, hanya menggunakan kemahiran fizikalnya dan kehadiran skrinnya untuk menarik peranannya.","Hoffman spends a lot of screen time and without much dialogue, using his physical skills and the presence of his screen to draw his role."
"michell , after some sleuthing around , narrows down the suspects to a woman not his wife , another well known victorian poet .",0,objective,"Michell, selepas beberapa orang berseloroh, menyempitkan suspek kepada seorang wanita bukan isterinya, seorang lagi penyair Victoria yang terkenal.","Michell, after several people joking, narrowed the suspect to a woman not his wife, another famous Victorian poet."
"la cinta comienza intentando ser un drama , rM-apidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",1,subjective,"La Cinta Comienza Intentando Ser Un Un, Rapidamente Se Transforma En Una Comedia Y Termina Por Ser Una Parodia Absolutamente","La Love Comienza Intentando ser un un, rapidamente se transforma en una comedia y termina por ser una parodia absolutamente"
it may not be `` last tango in paris `` but . . .,1,subjective,Ia mungkin bukan `` tango terakhir di Paris `` tetapi...,It may not be `` the last tango in Paris `` But ...
"it may not be history M-^V but then again , what if it is ? M-^V but it makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while .",1,subjective,"Ia mungkin bukan sejarah m-^v tetapi sekali lagi, bagaimana jika ia?M-^V Tetapi ia menjadikan salah satu malam yang paling menyeronokkan dan memuaskan pada filem-filem yang saya ada dalam seketika.","It may not be a history of m-^v but again, what if it?"
director nolan shows here he can handle clever material with a flair .,1,subjective,Pengarah Nolan menunjukkan di sini dia boleh mengendalikan bahan pintar dengan bakat.,Nolan director shows here that he can handle smart material with talent.
"he discovers that his daughter 's life , unknown to him from an affair with a brazilian woman 15 years earlier , is in danger and must return to rio ; having only five days to finish the deal and find his daughter .",0,objective,"Dia mendapati bahawa kehidupan anak perempuannya, yang tidak diketahui olehnya dari seorang wanita Brazil 15 tahun yang lalu, berada dalam bahaya dan mesti kembali ke Rio;Mempunyai hanya lima hari untuk menyelesaikan perjanjian itu dan mencari anak perempuannya.","She found that her daughter's life, unknown from a Brazilian woman 15 years ago, was in danger and must return to Rio; had only five days to complete the deal and find her daughter."
"not everything in the film works , including its somewhat convenient ending .",1,subjective,"Tidak semuanya dalam filem berfungsi, termasuk berakhirnya agak mudah.","Not everything in a functional movie, including the end is quite easy."
only those most addicted to film violence in all its forms will find anything here to appreciate .,1,subjective,Hanya mereka yang paling ketagih dengan keganasan filem dalam semua bentuknya akan menemui apa -apa di sini untuk menghargai.,Only those who are most addicted to film violence in all forms will find anything here to appreciate.
"when detective ben simm 's wife is killed , he has to learn to be both father and mother to his little girl while searching for a vigilante that has his own sense of justice .",0,objective,"Apabila isteri Detektif Ben Simm dibunuh, dia harus belajar untuk menjadi bapa dan ibu kepada gadis kecilnya ketika mencari seorang penjaga yang mempunyai rasa keadilan sendiri.","When detective Ben Simm was killed, she had to learn to be the father and mother of her little girl while looking for a guardian with a sense of justice."
"marco and melanie , a young married couple , are living a life of passion , with chaotic situations , and all the little frustrations of daily life .",0,objective,"Marco dan Melanie, pasangan muda yang sudah berkahwin, menjalani kehidupan keghairahan, dengan situasi yang kacau, dan semua kekecewaan sedikit kehidupan seharian.","Marco and Melanie, young married couples, lived in passion, in a mess, and all the frustrations of everyday life."
what really surprises about wisegirls is its low-key quality and genuine tenderness .,1,subjective,Apa yang benar-benar mengejutkan tentang Wisegirls adalah kualiti rendah dan kelembutan yang tulen.,What is really surprising about Wisegirls is low quality and pure tenderness.
the husband meets a man who knows what to do with his sexuality .,0,objective,Suami bertemu seorang lelaki yang tahu apa yang perlu dilakukan dengan seksualitinya.,The husband meets a man who knows what to do with his sexuality.
ira member bobby sands is imprisoned in northern ireland .,0,objective,Ahli IRA Bobby Sands dipenjarakan di Ireland Utara.,IRA member Bobby Sands was imprisoned in Northern Ireland.
"in a season of strenuously ambitious art , the laid-back modesty and accessible charm of evelyn is a welcome relief .",1,subjective,"Dalam satu musim seni yang bercita-cita tinggi, kesopanan santai dan pesona yang boleh diakses Evelyn adalah kelegaan yang dialu-alukan.","In one of the ambitious art season, the relaxing decency and charm that Evelyn accessible is a welcome relief."
does anyone much think the central story of brendan behan is that he was a bisexual sweetheart before he took to drink ?,1,subjective,Adakah sesiapa yang berfikir cerita utama Brendan Behan adalah bahawa dia adalah kekasih biseksual sebelum dia minum?,Does anyone think Brendan Behan's main story is that he is a bisexual lover before he drinks?
"it is zuckerman who stumbles upon silk 's secret and sets out to reconstruct the unknown biography of this eminent , upright man , esteemed as an educator for nearly all his life , and to understand how this ingeniously contrived life came unraveled .",0,objective,"Ia adalah Zuckerman yang tersandung pada rahsia Silk dan menetapkan untuk membina semula biografi yang tidak diketahui oleh orang yang terkenal, tegak ini, dihormati sebagai pendidik selama hampir sepanjang hidupnya, dan untuk memahami bagaimana kehidupan yang cerah ini dibongkar.","It is Zuckerman who stumbles on the secret of Silk and sets to rebuild biographies unknown to the famous, upright, respected as educators for almost all his life, and to understand how this bright life is uncovered."
